"time (s)",G*,G*,G*,G',G',G',"G""","G""","G""",LT,LT,LT
452.200,74.91,14.97,5.56,41.87,14.55,4.46,62.12,3.53,3.32,1.132830722,,
454.200,59.77,9.02,3.38,52.57,8.65,2.31,28.46,2.55,2.47,0.526948747,,
456.200,,,,,,,,,,,,
458.200,,,,,,,,,,,,
460.200,,,,,,,,,,,,
462.200,,25.45,47.82,,22.24,46.78,,12.36,9.93,0.322906404,,
464.200,93.88,26.08,48.85,82.69,23.82,48.05,44.45,10.61,8.78,0.413062888,,
466.200,94.74,26.50,49.46,84.31,24.58,48.78,43.22,9.92,8.19,0.388983320,,
468.200,95.18,26.77,49.85,85.14,25.02,49.28,42.56,9.50,7.50,0.373557451,,
470.200,95.38,26.86,50.03,85.36,25.17,49.46,42.56,9.39,7.53,0.371754485,,
472.200,95.71,26.96,50.21,85.76,25.30,49.64,42.49,9.30,7.55,0.369247044,,
474.200,96.09,27.06,50.37,86.24,25.44,49.80,42.39,9.22,7.56,0.366404508,,
476.200,96.34,27.14,50.51,86.54,25.55,49.94,42.33,9.17,7.54,0.364407826,,
478.200,96.61,27.24,50.68,86.88,25.66,50.12,42.26,9.14,7.54,0.362301734,,
480.200,96.83,27.31,50.79,87.15,25.76,50.23,42.21,9.06,7.51,0.360297904,,
482.200,97.03,27.36,50.89,87.38,25.82,50.33,42.18,9.04,7.50,0.359065615,,
484.200,97.13,27.42,50.99,87.49,25.89,50.44,42.18,9.02,7.51,0.358362837,,
486.200,97.30,27.46,51.13,87.69,25.95,50.58,42.15,8.99,7.49,0.357039337,,
488.200,97.47,27.49,51.23,87.90,25.99,50.69,42.11,8.96,7.47,0.355699356,,
490.200,97.63,27.54,51.28,88.11,26.05,50.72,42.06,8.93,7.54,0.354967249,,
492.200,97.72,27.58,51.31,88.20,26.09,50.75,42.07,8.95,7.52,0.354720068,,
494.200,97.81,27.60,51.36,88.30,26.12,50.81,42.09,8.92,7.53,0.354312171,,
496.200,97.91,27.68,51.45,88.41,26.20,50.90,42.08,8.93,7.51,0.353543593,,
498.200,98.03,27.73,51.50,88.55,26.27,50.96,42.06,8.90,7.50,0.352629992,,
500.200,98.09,27.75,51.59,88.61,26.29,51.04,42.07,8.89,7.52,0.352410510,,
502.200,98.21,27.77,51.66,88.76,26.31,51.11,42.04,8.89,7.50,0.351564569,,
504.200,98.20,27.80,51.67,88.72,26.36,51.12,42.09,8.85,7.55,0.351931408,,
506.200,98.34,27.82,51.75,88.90,26.38,51.21,42.03,8.84,7.50,0.350573608,,
508.200,98.38,27.83,51.83,88.94,26.39,51.29,42.05,8.83,7.52,0.350486136,,
510.200,98.48,27.85,51.90,89.07,26.41,51.35,42.02,8.83,7.54,0.349973026,,
512.200,98.48,27.86,51.93,89.04,26.43,51.38,42.07,8.81,7.54,0.350104885,,
514.200,98.57,27.89,51.95,89.15,26.47,51.41,42.05,8.80,7.49,0.349284560,,
516.200,98.66,27.92,51.99,89.26,26.50,51.45,42.02,8.80,7.53,0.348932480,,
518.200,98.73,27.95,52.03,89.36,26.53,51.49,42.00,8.79,7.51,0.348261441,,
520.200,98.73,27.98,52.06,89.33,26.56,51.51,42.05,8.79,7.54,0.348709677,,
522.200,98.80,28.01,52.10,89.40,26.60,51.56,42.05,8.79,7.52,0.348269277,,
524.200,98.88,28.04,52.14,89.51,26.63,51.61,42.02,8.77,7.47,0.347332340,,
526.200,98.92,28.06,52.12,89.54,26.64,51.57,42.03,8.80,7.49,0.347666170,,
528.200,98.97,28.09,52.11,89.61,26.67,51.56,42.02,8.82,7.50,0.347581030,,
530.200,98.97,28.11,52.16,89.58,26.70,51.62,42.07,8.79,7.48,0.347516379,,
532.200,99.01,28.10,52.18,89.62,26.69,51.64,42.09,8.79,7.50,0.347615362,,
534.200,99.08,28.14,52.23,89.72,26.73,51.68,42.05,8.78,7.53,0.347118301,,
536.200,99.17,28.15,52.25,89.83,26.74,51.71,42.01,8.80,7.51,0.346523651,,
538.200,99.17,28.18,52.30,89.81,26.78,51.76,42.05,8.79,7.49,0.346438966,,
540.200,99.25,28.20,52.30,89.92,26.81,51.77,42.02,8.77,7.48,0.345810089,,
542.200,99.27,28.21,52.30,89.93,26.82,51.75,42.04,8.76,7.53,0.346142433,,
544.200,99.31,28.22,52.32,89.97,26.83,51.78,42.04,8.75,7.45,0.345485823,,
546.200,99.31,28.23,52.33,89.96,26.84,51.79,42.08,8.74,7.46,0.345708524,,
548.200,99.38,28.25,52.38,90.04,26.85,51.85,42.07,8.77,7.47,0.345567145,,
550.200,99.46,28.27,52.37,90.14,26.88,51.84,42.03,8.76,7.47,0.345013621,,
552.200,122.50,28.35,36.81,102.90,23.88,32.46,66.49,15.28,17.38,0.622645064,,
554.200,70.85,12.64,6.20,58.50,9.58,3.74,39.97,8.26,4.95,0.740350877,,
556.200,54.16,9.75,5.08,41.36,6.69,2.59,34.96,7.10,4.37,0.916946474,,
558.200,51.49,8.76,4.54,39.87,6.04,2.20,32.58,6.35,3.97,0.891776152,,
560.200,50.88,8.66,5.38,39.36,5.86,2.48,32.25,6.37,4.78,0.909963935,,
562.200,51.50,8.75,5.39,39.48,5.87,2.46,33.07,6.49,4.80,0.927791491,,
564.200,51.28,8.75,5.29,39.30,5.89,2.40,32.94,6.48,4.72,0.927355636,,
566.200,51.18,8.75,5.28,39.18,5.90,2.40,32.93,6.46,4.71,0.928928022,,
568.200,51.10,8.76,5.26,39.10,5.91,2.39,32.90,6.46,4.69,0.929344501,,
570.200,51.03,8.77,5.24,39.03,5.93,2.38,32.88,6.46,4.67,0.929630725,,
572.200,50.98,8.78,5.21,38.97,5.95,2.37,32.86,6.46,4.64,0.929805638,,
574.200,50.93,8.79,5.19,38.92,5.96,2.36,32.84,6.46,4.62,0.929787054,,
576.200,50.89,8.81,5.17,38.88,5.98,2.35,32.83,6.46,4.60,0.929786288,,
578.200,50.85,8.82,5.15,38.84,6.00,2.34,32.82,6.47,4.58,0.929703726,,
580.200,50.82,8.84,5.12,38.81,6.02,2.34,32.80,6.47,4.56,0.929124176,,
582.200,50.79,8.85,5.09,38.78,6.04,2.33,32.80,6.47,4.53,0.928968355,,
584.200,50.76,8.87,5.07,38.75,6.06,2.32,32.79,6.47,4.50,0.928642662,,
586.200,50.73,8.88,5.04,38.72,6.08,2.32,32.78,6.48,4.48,0.928362201,,
588.200,50.71,8.90,5.02,38.70,6.10,2.31,32.77,6.48,4.46,0.927926972,,
590.200,50.69,8.91,5.00,38.68,6.11,2.30,32.76,6.48,4.44,0.927550695,,
592.200,50.68,8.93,4.98,38.67,6.13,2.29,32.76,6.49,4.42,0.927230645,,
594.200,50.66,8.94,4.96,38.64,6.15,2.29,32.75,6.49,4.40,0.927090415,,
596.200,50.65,8.95,4.93,38.63,6.16,2.28,32.75,6.50,4.38,0.926727709,,
598.200,50.63,8.97,4.91,38.62,6.18,2.27,32.75,6.50,4.35,0.926305950,,
600.200,50.62,8.99,4.89,38.60,6.20,2.27,32.74,6.51,4.33,0.925889727,,
602.200,72.71,16.00,6.05,40.02,15.24,5.51,60.70,4.87,2.50,1.120102032,,
604.200,57.55,9.57,3.78,50.47,9.27,2.99,27.65,2.37,2.31,0.515310433,,
606.200,,,,,,,,,,,,
608.200,,,,,,,,,,,,
610.200,,,,,,,,,,,,
612.200,91.28,,48.91,73.24,,47.87,54.47,,10.04,0.532656263,,
614.200,94.36,27.81,50.04,83.41,25.43,49.33,44.14,11.26,8.41,0.403401404,,
616.200,94.99,28.26,50.56,84.61,26.24,49.91,43.19,10.50,8.06,0.384094302,,
618.200,95.39,28.55,50.94,85.34,26.73,50.37,42.63,10.01,7.60,0.370813839,,
620.200,95.60,28.68,51.08,85.58,26.93,50.51,42.62,9.86,7.59,0.368506932,,
622.200,95.92,28.75,51.17,85.97,27.03,50.60,42.54,9.78,7.61,0.366301956,,
624.200,96.25,28.78,51.25,86.39,27.12,50.69,42.44,9.63,7.57,0.363209501,,
626.200,96.57,28.78,51.33,86.79,27.15,50.77,42.34,9.54,7.56,0.360870621,,
628.200,96.85,28.85,51.39,87.14,27.25,50.83,42.27,9.49,7.58,0.359175645,,
630.200,97.03,28.90,51.47,87.36,27.31,50.92,42.23,9.46,7.54,0.357684643,,
632.200,97.23,28.97,51.51,87.60,27.39,50.95,42.19,9.43,7.57,0.356695191,,
634.200,97.42,29.01,51.59,87.84,27.44,51.04,42.12,9.39,7.49,0.354755892,,
636.200,97.57,29.05,51.64,88.02,27.51,51.08,42.10,9.34,7.52,0.353880319,,
638.200,97.64,29.06,51.68,88.09,27.52,51.13,42.12,9.33,7.53,0.353688377,,
640.200,97.75,29.12,51.72,88.22,27.59,51.17,42.12,9.32,7.53,0.353138100,,
642.200,97.82,29.16,51.76,88.28,27.64,51.21,42.13,9.30,7.51,0.352605756,,
644.200,98.02,29.21,51.79,88.54,27.70,51.24,42.06,9.29,7.49,0.351277765,,
646.200,98.16,29.26,51.81,88.72,27.77,51.27,42.00,9.24,7.49,0.350023844,,
648.200,98.22,29.30,51.83,88.78,27.81,51.28,42.01,9.22,7.50,0.349883839,,
650.200,98.27,29.33,51.86,88.83,27.85,51.32,42.01,9.21,7.49,0.349476190,,
652.200,98.38,29.38,51.89,88.97,27.90,51.35,41.99,9.20,7.49,0.348781358,,
654.200,98.47,29.42,51.94,89.07,27.94,51.40,41.98,9.20,7.50,0.348393801,,
656.200,98.52,29.44,52.03,89.12,27.97,51.48,42.00,9.18,7.49,0.348051255,,
658.200,98.60,29.44,52.08,89.22,27.98,51.54,41.98,9.18,7.46,0.347380586,,
660.200,98.67,29.49,52.11,89.29,28.04,51.58,41.97,9.14,7.42,0.346468534,,
662.200,98.72,29.53,52.13,89.36,28.08,51.59,41.97,9.12,7.46,0.346405963,,
664.200,98.78,29.55,52.12,89.41,28.10,51.59,41.98,9.14,7.44,0.346309876,,
666.200,98.84,29.57,52.13,89.48,28.13,51.60,41.98,9.12,7.46,0.346126115,,
668.200,98.88,29.58,52.13,89.53,28.13,51.60,41.99,9.15,7.45,0.346112490,,
670.200,98.97,29.58,52.17,89.63,28.13,51.63,41.96,9.16,7.48,0.345935415,,
672.200,99.03,29.62,52.20,89.71,28.17,51.67,41.95,9.15,7.46,0.345414332,,
674.200,99.05,29.65,52.24,89.73,28.21,51.71,41.96,9.11,7.46,0.344986737,,
676.200,99.10,29.68,52.27,89.79,28.24,51.73,41.94,9.11,7.49,0.344810320,,
678.200,99.17,29.69,52.31,89.86,28.26,51.78,41.95,9.09,7.41,0.344072984,,
680.200,99.20,29.71,52.34,89.88,28.28,51.81,41.98,9.10,7.43,0.344225452,,
682.200,99.22,29.75,52.38,89.89,28.32,51.86,42.01,9.11,7.35,0.343770212,,
684.200,99.27,29.78,52.38,89.96,28.35,51.86,41.99,9.12,7.38,0.343732738,,
686.200,99.32,29.81,52.42,90.02,28.39,51.91,41.98,9.09,7.35,0.342960310,,
688.200,99.38,29.81,52.43,90.09,28.39,51.90,41.96,9.09,7.40,0.343021481,,
690.200,99.43,29.81,52.45,90.15,28.38,51.92,41.96,9.10,7.41,0.343021414,,
692.200,99.47,29.83,52.46,90.19,28.41,51.93,41.96,9.09,7.43,0.342907406,,
694.200,99.48,29.85,52.46,90.18,28.43,51.93,41.99,9.09,7.43,0.343074938,,
696.200,99.55,29.90,52.48,90.27,28.49,51.95,41.97,9.07,7.42,0.342446254,,
698.200,99.59,29.92,52.46,90.31,28.51,51.93,41.97,9.09,7.42,0.342442167,,
700.200,99.59,29.94,52.47,90.31,28.53,51.94,41.98,9.08,7.39,0.342229769,,
702.200,124.20,29.90,37.33,104.40,25.24,33.02,67.17,16.03,17.41,0.618529448,,
704.200,72.03,13.26,5.54,59.64,10.15,3.50,40.40,8.53,4.30,0.726326274,,
706.200,55.05,10.29,4.60,42.20,7.17,2.53,35.36,7.37,3.84,0.897346974,,
708.200,52.33,9.25,4.15,40.63,6.49,2.25,32.98,6.59,3.49,0.872166744,,
710.200,51.63,9.11,5.08,40.03,6.28,2.54,32.61,6.61,4.40,0.893083821,,
712.200,52.21,9.20,5.09,40.12,6.27,2.51,33.41,6.73,4.43,0.911388781,,
714.200,51.97,9.20,5.02,39.92,6.29,2.46,33.28,6.72,4.38,0.911941801,,
716.200,51.87,9.20,5.04,39.79,6.30,2.45,33.28,6.71,4.40,0.914445223,,
718.200,51.78,9.21,5.05,39.70,6.32,2.45,33.24,6.70,4.41,0.915215418,,
720.200,51.70,9.22,5.04,39.62,6.33,2.44,33.22,6.70,4.41,0.916020912,,
722.200,51.64,9.23,5.03,39.55,6.35,2.44,33.20,6.70,4.40,0.916578735,,
724.200,51.59,9.24,5.02,39.50,6.37,2.43,33.19,6.70,4.39,0.916985899,,
726.200,51.54,9.26,5.01,39.44,6.38,2.42,33.17,6.70,4.38,0.917412935,,
728.200,51.50,9.27,4.99,39.40,6.40,2.41,33.16,6.71,4.37,0.917612163,,
730.200,51.46,9.28,4.98,39.36,6.42,2.40,33.15,6.71,4.36,0.917787464,,
732.200,51.43,9.30,4.96,39.33,6.43,2.40,33.14,6.71,4.34,0.917751614,,
734.200,51.40,9.32,4.94,39.29,6.45,2.39,33.13,6.72,4.33,0.917889050,,
736.200,51.37,9.33,4.92,39.27,6.47,2.38,33.12,6.72,4.31,0.917636545,,
738.200,51.35,9.35,4.90,39.24,6.49,2.37,33.11,6.73,4.29,0.917557284,,
740.200,51.32,9.36,4.88,39.22,6.50,2.36,33.10,6.73,4.27,0.917306212,,
742.200,51.30,9.37,4.86,39.20,6.52,2.35,33.10,6.74,4.26,0.917283848,,
744.200,51.29,9.39,4.84,39.18,6.54,2.34,33.09,6.74,4.24,0.917016938,,
746.200,51.27,9.40,4.82,39.16,6.55,2.33,33.09,6.74,4.22,0.916975399,,
748.200,51.25,9.42,4.81,39.14,6.57,2.32,33.09,6.75,4.21,0.917015385,,
750.200,51.24,9.43,4.79,39.13,6.59,2.32,33.08,6.75,4.20,0.916659727,,
752.200,78.36,17.16,6.03,43.95,16.06,5.72,64.88,6.02,1.91,1.107699798,,
754.200,65.09,10.19,3.85,56.41,9.91,3.27,32.48,2.37,2.03,0.530072000,,
756.200,,49.29,,,,,,,,,,
758.200,,,,,,,,,,,,
760.200,,,,,,,,,,,,
762.200,92.08,,46.88,73.24,,45.78,55.80,,10.13,0.553940514,,
764.200,95.54,28.59,48.13,84.16,26.17,47.38,45.23,11.52,8.48,0.413588232,,
766.200,96.75,29.09,48.86,86.26,27.03,48.20,43.81,10.75,7.99,0.387355254,,
768.200,97.36,29.40,49.34,87.30,27.55,48.79,43.09,10.25,7.39,0.371119531,,
770.200,97.54,29.54,49.51,87.51,27.76,48.96,43.09,10.10,7.37,0.368763320,,
772.200,97.84,29.62,49.65,87.85,27.88,49.11,43.05,10.03,7.32,0.366391653,,
774.200,98.16,29.79,49.75,88.26,28.08,49.22,42.97,9.95,7.30,0.363723122,,
776.200,98.43,29.96,49.81,88.58,28.29,49.27,42.92,9.88,7.32,0.361839413,,
778.200,98.73,30.06,49.91,88.96,28.40,49.38,42.81,9.84,7.29,0.359457839,,
780.200,98.88,30.14,50.03,89.14,28.51,49.50,42.81,9.77,7.25,0.357906072,,
782.200,99.06,30.17,50.07,89.35,28.55,49.53,42.76,9.75,7.30,0.357247805,,
784.200,99.24,30.22,50.14,89.57,28.62,49.60,42.73,9.71,7.29,0.355980690,,
786.200,99.39,30.28,50.21,89.74,28.69,49.68,42.71,9.71,7.23,0.354839093,,
788.200,99.50,30.35,50.27,89.87,28.77,49.75,42.71,9.66,7.22,0.353851179,,
790.200,99.62,30.40,50.33,90.01,28.83,49.82,42.68,9.65,7.18,0.352834104,,
792.200,99.75,30.46,50.37,90.18,28.89,49.85,42.64,9.63,7.20,0.352077907,,
794.200,99.88,30.48,50.42,90.33,28.93,49.91,42.63,9.59,7.17,0.351090619,,
796.200,99.95,30.49,50.43,90.41,28.94,49.91,42.63,9.58,7.19,0.350957107,,
798.200,100.00,30.52,50.45,90.47,28.99,49.93,42.64,9.57,7.18,0.350575595,,
800.200,100.10,30.56,50.48,90.61,29.03,49.96,42.60,9.54,7.21,0.349976415,,
802.200,100.20,30.59,50.49,90.63,29.08,49.97,42.64,9.52,7.21,0.349870344,,
804.200,100.30,30.62,50.52,90.78,29.11,50.01,42.58,9.50,7.14,0.348534432,,
806.200,100.30,30.65,50.50,90.80,29.15,49.99,42.61,9.49,7.16,0.348723079,,
808.200,100.40,30.68,50.51,90.94,29.17,50.00,42.58,9.51,7.18,0.348392217,,
810.200,100.40,30.72,50.55,90.96,29.21,50.04,42.60,9.51,7.12,0.347999530,,
812.200,100.50,30.75,50.57,90.97,29.25,50.06,42.64,9.49,7.16,0.348161851,,
814.200,100.60,30.78,50.60,91.14,29.29,50.09,42.57,9.47,7.14,0.347091250,,
816.200,100.60,30.82,50.65,91.17,29.33,50.15,42.59,9.45,7.15,0.346879578,,
818.200,100.70,30.83,50.66,91.21,29.35,50.15,42.60,9.45,7.14,0.346699080,,
820.200,100.70,30.84,50.65,91.27,29.36,50.14,42.59,9.43,7.14,0.346425016,,
822.200,100.80,30.89,50.61,91.33,29.42,50.10,42.58,9.41,7.14,0.346052092,,
824.200,100.80,30.91,50.64,91.31,29.44,50.13,42.62,9.43,7.13,0.346295646,,
826.200,100.80,30.92,50.65,91.41,29.45,50.14,42.60,9.43,7.16,0.346163743,,
828.200,100.90,30.94,50.65,91.46,29.47,50.14,42.60,9.43,7.16,0.345969486,,
830.200,101.00,30.98,50.65,91.56,29.52,50.14,42.57,9.42,7.17,0.345537904,,
832.200,101.00,31.02,50.67,91.57,29.56,50.16,42.58,9.40,7.15,0.345174850,,
834.200,101.00,31.03,50.66,91.59,29.57,50.15,42.60,9.39,7.14,0.345169576,,
836.200,101.10,31.05,50.68,91.64,29.60,50.18,42.59,9.38,7.12,0.344703068,,
838.200,101.10,31.05,50.69,91.68,29.59,50.19,42.60,9.41,7.14,0.344972588,,
840.200,101.10,31.07,50.68,91.67,29.62,50.18,42.62,9.40,7.11,0.344835831,,
842.200,101.20,31.09,50.67,91.80,29.64,50.16,42.57,9.38,7.12,0.344242424,,
844.200,101.20,31.11,50.66,91.82,29.66,50.16,42.59,9.39,7.14,0.344401072,,
846.200,101.30,31.15,50.69,91.92,29.70,50.18,42.55,9.38,7.13,0.343766007,,
848.200,101.30,31.14,50.66,91.89,29.69,50.16,42.61,9.38,7.12,0.344177245,,
850.200,101.30,31.15,50.66,91.92,29.70,50.17,42.60,9.39,7.04,0.343593923,,
852.300,124.70,31.44,36.45,104.90,26.59,32.43,67.48,16.78,16.63,0.615483163,,
854.300,73.11,13.82,5.19,60.79,10.67,3.19,40.62,8.80,4.09,0.716813804,,
856.300,55.50,10.80,4.29,42.59,7.62,2.31,35.58,7.65,3.62,0.892068933,,
858.300,52.77,9.71,3.84,41.03,6.91,2.03,33.18,6.83,3.25,0.865662084,,
860.300,52.11,9.56,4.72,40.48,6.67,2.35,32.81,6.85,4.10,0.884022545,,
862.300,52.79,9.63,4.73,40.61,6.65,2.33,33.72,6.96,4.12,0.903333132,,
864.300,52.54,9.63,4.68,40.40,6.66,2.30,33.58,6.96,4.08,0.903808752,,
866.300,52.43,9.63,4.70,40.26,6.68,2.30,33.58,6.95,4.10,0.906332507,,
868.300,52.33,9.64,4.72,40.17,6.69,2.30,33.54,6.94,4.12,0.907223205,,
870.300,52.26,9.65,4.72,40.08,6.71,2.30,33.52,6.94,4.13,0.908475958,,
872.300,52.19,9.66,4.72,40.02,6.72,2.29,33.51,6.94,4.13,0.909216994,,
874.300,52.13,9.67,4.72,39.95,6.74,2.28,33.49,6.94,4.13,0.909900343,,
876.300,52.09,9.68,4.71,39.90,6.75,2.28,33.47,6.94,4.13,0.910196407,,
878.300,52.04,9.70,4.71,39.86,6.77,2.27,33.46,6.94,4.12,0.910514907,,
880.300,52.00,9.71,4.70,39.82,6.79,2.27,33.45,6.95,4.12,0.910856044,,
882.300,51.97,9.73,4.71,39.78,6.81,2.26,33.44,6.95,4.12,0.911238485,,
884.300,51.94,9.74,4.70,39.75,6.82,2.26,33.43,6.95,4.13,0.911507506,,
886.300,51.91,9.76,4.70,39.72,6.84,2.25,33.42,6.96,4.13,0.911774950,,
888.300,51.88,9.77,4.70,39.68,6.86,2.24,33.41,6.96,4.13,0.912294729,,
890.300,51.85,9.79,4.70,39.66,6.88,2.24,33.41,6.96,4.14,0.912613795,,
892.300,51.83,9.80,4.70,39.63,6.90,2.23,33.40,6.97,4.14,0.912872262,,
894.300,51.81,9.82,4.70,39.61,6.91,2.23,33.40,6.98,4.14,0.913186182,,
896.300,51.79,9.84,4.70,39.59,6.93,2.22,33.39,6.98,4.14,0.913270959,,
898.300,51.77,9.85,4.69,39.57,6.95,2.21,33.39,6.99,4.14,0.913456605,,
900.300,51.76,9.87,4.68,39.56,6.96,2.21,33.38,6.99,4.13,0.913193376,,